"PageID","DescriptionURL","ImageURL","ImageSHA1","PixelHeight","PixelWidth","PaintingID","Artist","RealHeightInches","RealWidthInches","DensityHeight","DensityWidth","DensityRatio"
"9413528","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Stillleben_mit_Muscheln_und_Garnelen.jpeg","http://upload.wikimedia.org/wikipedia/commons/5/51/Van_Gogh_-_Stillleben_mit_Muscheln_und_Garnelen.jpeg","e75126f74cd1f1078ecec8581c86b5c8c896d80e","2970","3882","Van Gogh catalogues|F=256|JH=1169","Vincent van Gogh","10.43307","13.58268","284.67170","285.80522","0.00398"
"9413641","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Selbstbildnis_mit_Pfeife.jpeg","http://upload.wikimedia.org/wikipedia/commons/4/42/Van_Gogh_-_Selbstbildnis_mit_Pfeife.jpeg","1d19b9bd599206e4451bab1bc008256b476a8dd5","2574","1758","Van Gogh catalogues|F=208|JH=1195","Vincent van Gogh","10.62992","7.48031","242.14667","235.01684","0.03034"
"9413935","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Le_Moulin_de_la_Galette3.jpeg","http://upload.wikimedia.org/wikipedia/commons/5/56/Van_Gogh_-_Le_Moulin_de_la_Galette3.jpeg","e90779247b39177be6856fa0801fb2da12656b6f","3150","3870","Van Gogh catalogues|F=227|JH=1170","Vincent van Gogh","15.15748","18.11024","207.81818","213.69130","0.02826"
"9414081","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Montmartre_bei_der_oberen_M%C3%BChle.jpeg","http://upload.wikimedia.org/wikipedia/commons/9/95/Van_Gogh_-_Montmartre_bei_der_oberen_M%C3%BChle.jpeg","6145de77b77aa908da7f4844cc5b0b0d18908d94","5076","3876","Van Gogh catalogues|F=272|JH=1183","Vincent van Gogh","17.32283","13.18898","293.02364","293.88179","0.00293"
"9414279","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Blick_auf_Montmartre_mit_Steinbruch_und_M%C3%BChlen.jpeg","http://upload.wikimedia.org/wikipedia/commons/f/f0/Van_Gogh_-_Blick_auf_Montmartre_mit_Steinbruch_und_M%C3%BChlen.jpeg","a9b2b5c88fc4a8d5db00ca2aac294b32c013ed10","3024","3876","Van Gogh catalogues|F=229|JH=1176","Vincent van Gogh","12.59843","16.14173","240.03000","240.12293","0.00039"
"9414428","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Eisvogel.jpeg","http://upload.wikimedia.org/wikipedia/commons/c/cd/Van_Gogh_-_Eisvogel.jpeg","9722ada1cfb5b58aed94a09ef9864493ca7056e1","2766","3876","Van Gogh catalogues|F=28|JH=1191","Vincent van Gogh (disputed!)","7.48031","10.43307","369.77053","371.51094","0.00471"
"9420113","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Bildnis_einer_Frau.jpeg","http://upload.wikimedia.org/wikipedia/commons/e/e5/Van_Gogh_-_Bildnis_einer_Frau.jpeg","d000602a6411ac5f9a26c67d810708fd1ec92a9d","3192","2514","Van Gogh catalogues|F=215b|JH=1205","Vincent van Gogh (controversial!)","10.62992","8.66142","300.28444","290.25273","0.03456"
"9420363","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Selbstbildnis5.jpeg","http://upload.wikimedia.org/wikipedia/commons/0/00/Van_Gogh_-_Selbstbildnis5.jpeg","dd37aad36f9e939327c0d53e740068f26821ff1f","2724","1914","Van Gogh catalogues|F=267|JH=1224","Vincent van Gogh","7.48031","5.51181","364.15579","347.25429","0.04867"
"9420385","http://commons.wikimedia.org/wiki/File:Vincent_van_Gogh,_Portrait_of_Theo_van_Gogh_(1887)_-_02.jpg","http://upload.wikimedia.org/wikipedia/commons/4/4a/Vincent_van_Gogh%2C_Portrait_of_Theo_van_Gogh_%281887%29_-_02.jpg","c9f526b589d9a9ebff7bc78e109979a89b2a3008","2640","1884","Van Gogh catalogues|F=294|JH=1209","Vincent van Gogh","7.50000","5.50000","352.00000","342.54545","0.02760"
"9420429","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Selbstbildnis_mit_grauem_Strohhut.jpeg","http://upload.wikimedia.org/wikipedia/commons/4/46/Van_Gogh_-_Selbstbildnis_mit_grauem_Strohhut.jpeg","238b4a8aa500736e20fcf0ae46ff962922ed4e0a","2640","1884","Van Gogh catalogues|F=296|JH=1210","Vincent van Gogh","7.50000","5.50000","352.00000","342.54545","0.02760"
"9420564","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Stillleben_mit_B%C3%BCcklingen_und_Knoblauchzwiebeln.jpeg","http://upload.wikimedia.org/wikipedia/commons/4/4d/Van_Gogh_-_Stillleben_mit_B%C3%BCcklingen_und_Knoblauchzwiebeln.jpeg","7ea5660f199d5d2cbd50a918086a3c3c7cdc4bee","3162","3870","Van Gogh catalogues|F=283b|JH=1230","Vincent van Gogh","14.56693","17.51969","217.06703","220.89438","0.01763"
"9420622","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Frau,_neben_einer_Wiege_sitzend.jpeg","http://upload.wikimedia.org/wikipedia/commons/3/3c/Van_Gogh_-_Frau%2C_neben_einer_Wiege_sitzend.jpeg","e38b171c35c06af96631071c59a53aa50389aef8","5082","3858","Van Gogh catalogues|F=369|JH=1206","Vincent van Gogh","24.01575","17.91339","211.61115","215.36967","0.01776"
"9421071","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Blumentopf_mit_Schnittlauch.jpeg","http://upload.wikimedia.org/wikipedia/commons/2/21/Van_Gogh_-_Blumentopf_mit_Schnittlauch.jpeg","5a82e787530b31b9f784ea22a62aaf6f719d2395","2754","1860","Van Gogh catalogues|F=337|JH=1229","Vincent van Gogh","12.40157","8.66142","222.06857","214.74545","0.03410"
"9421829","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Stillleben_mit_Zitronen_auf_einem_Teller.jpeg","http://upload.wikimedia.org/wikipedia/commons/2/2d/Van_Gogh_-_Stillleben_mit_Zitronen_auf_einem_Teller.jpeg","6d79353758afef4470f03017b539676d3f47c934","3018","3864","Van Gogh catalogues|F=338|JH=1237","Vincent van Gogh","8.26772","10.43307","365.03429","370.36075","0.01459"
"9421984","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Weg_mit_Eingang_zu_einem_Aussichtspunkt.jpeg","http://upload.wikimedia.org/wikipedia/commons/9/9f/Van_Gogh_-_Weg_mit_Eingang_zu_einem_Aussichtspunkt.jpeg","230e555690a8a8750fcd9b7f3584032d6b1d2120","3294","2526","Van Gogh catalogues|F=1406|JH=1277","Vincent van Gogh","12.40157","9.44882","265.61143","267.33500","0.00649"
"9427299","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Weg_im_Park_Voyer_d%27Argenson_in_Asni%C3%A8res.jpeg","http://upload.wikimedia.org/wikipedia/commons/5/5c/Van_Gogh_-_Weg_im_Park_Voyer_d%27Argenson_in_Asni%C3%A8res.jpeg","c826853a2f248a84e6fab8cb882a78220597f4d1","3000","3876","Van Gogh catalogues|F=275|JH=1278","Vincent van Gogh","12.99213","16.53543","230.90909","234.40571","0.01514"
"9427672","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Viadukt_in_Paris.jpeg","http://upload.wikimedia.org/wikipedia/commons/2/28/Van_Gogh_-_Viadukt_in_Paris.jpeg","cbfeae347ec245b522eab36c17c76fcac57a9b71","3108","3864","Van Gogh catalogues|F=239|JH=1267","Vincent van Gogh","12.40157","15.94488","250.61333","242.33481","0.03416"
"9427795","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Bl%C3%BChende_Wiese.jpeg","http://upload.wikimedia.org/wikipedia/commons/4/43/Van_Gogh_-_Bl%C3%BChende_Wiese.jpeg","9fe20a4c38bf516c971664932a0b4d3e0f1f9a1c","2868","3864","Van Gogh catalogues|F=583|JH=1263","Vincent van Gogh","12.40157","15.94488","231.26095","242.33481","0.04788"
"9427896","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Flieder.jpeg","http://upload.wikimedia.org/wikipedia/commons/0/0c/Van_Gogh_-_Flieder.jpeg","73be45a981007c852275cb238dd8bc775aa30b41","2994","3870","Van Gogh catalogues|F=286b|JH=1294","Vincent van Gogh","10.74803","13.89764","278.56264","278.46459","0.00035"
"9428218","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Selbstbildnis_mit_Strohhut_und_Pfeife.jpeg","http://upload.wikimedia.org/wikipedia/commons/1/1e/Van_Gogh_-_Selbstbildnis_mit_Strohhut_und_Pfeife.jpeg","07af913f545a2d65bc11ab74b353aaac3bd75a01","3336","2502","Van Gogh catalogues|F=179v|JH=1300","Vincent van Gogh","16.30000","12.40000","204.66258","201.77419","0.01431"
"9428263","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Selbsbildnis13.jpeg","http://upload.wikimedia.org/wikipedia/commons/f/fe/Van_Gogh_-_Selbsbildnis13.jpeg","9d5a57ed1c51e811568a4906fce3bffd37b34b4a","3312","2508","Van Gogh catalogues|F=109v|JH=1303","Vincent van Gogh","16.73228","12.40157","197.94071","202.23238","0.02168"
"9428285","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Selbstbildnis_mit_Strohhut1.jpeg","http://upload.wikimedia.org/wikipedia/commons/2/22/Van_Gogh_-_Selbstbildnis_mit_Strohhut1.jpeg","200166ff7681d21290b933e4599353775ffb5c85","3306","2514","Van Gogh catalogues|F=61v|JH=1302","Vincent van Gogh","16.10000","12.20000","205.34161","206.06557","0.00353"
"9428303","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Selbstbildnis_mit_Strohhut2.jpeg","http://upload.wikimedia.org/wikipedia/commons/2/20/Van_Gogh_-_Selbstbildnis_mit_Strohhut2.jpeg","fc4286b0abe4b709acf20a42e53e438b2c05e1db","3294","2520","Van Gogh catalogues|F=526|JH=1309","Vincent van Gogh","13.70000","10.50000","240.43796","240.00000","0.00182"
"9428313","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Eingang_eines_Restaurants_in_Asni%C3%A8res.jpeg","http://upload.wikimedia.org/wikipedia/commons/8/8b/Van_Gogh_-_Eingang_eines_Restaurants_in_Asni%C3%A8res.jpeg","e4590ffd3dd0a08be2f734ccffe739b7ede60ff5","1728","2532","Van Gogh catalogues|F=321|JH=1311","Vincent van Gogh","7.28346","10.62992","237.24973","238.19556","0.00399"
"9428381","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Selbstbildnis_mit_Strohhut3.jpeg","http://upload.wikimedia.org/wikipedia/commons/4/41/Van_Gogh_-_Selbstbildnis_mit_Strohhut3.jpeg","b53e59867d58fb12af677b7ed68e771d3d47ad72","4734","3870","Van Gogh catalogues|F=469|JH=1310","Vincent van Gogh","15.90000","12.80000","297.73585","302.34375","0.01548"
"9436306","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Die_Seine_mit_der_Pont_de_la_Grande_Jatte.jpeg","http://upload.wikimedia.org/wikipedia/commons/0/00/Van_Gogh_-_Die_Seine_mit_der_Pont_de_la_Grande_Jatte.jpeg","45e3e7da63230dbf8edeb1dad8c3b2688fce3d1e","2964","3876","Van Gogh catalogues|F=304|JH=1326","Vincent van Gogh","12.59843","15.94488","235.26750","243.08741","0.03324"
"9436349","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Unterholz.jpeg","http://upload.wikimedia.org/wikipedia/commons/6/67/Van_Gogh_-_Unterholz.jpeg","a25b0709605d107fb27fc6f4a89c73e01028207c","2736","3870","Van Gogh catalogues|F=306|JH=1317","Vincent van Gogh","12.59843","18.11024","217.17000","213.69130","0.01628"
"9436384","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Badeboot_an_der_Seine_bei_Asni%C3%A8res.jpeg","http://upload.wikimedia.org/wikipedia/commons/e/eb/Van_Gogh_-_Badeboot_an_der_Seine_bei_Asni%C3%A8res.jpeg","12acf8882b0d0e8838d0e895f19c19f7065df716","2604","3864","Van Gogh catalogues|F=321|JH=1325","Vincent van Gogh","7.50000","10.60000","347.20000","364.52830","0.04991"
"9436454","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_B%C3%A4ume_und_Unterholz.jpeg","http://upload.wikimedia.org/wikipedia/commons/f/f2/Van_Gogh_-_B%C3%A4ume_und_Unterholz.jpeg","b03455da10c505a29bbbe0058f364dcc9f2cbf8d","5070","3876","Van Gogh catalogues|F=307|JH=1318","Vincent van Gogh","18.11024","14.17323","279.95217","273.47333","0.02369"
"9436481","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Zwei_abgeschnittene_Sonnenblumen.jpeg","http://upload.wikimedia.org/wikipedia/commons/b/b3/Van_Gogh_-_Zwei_abgeschnittene_Sonnenblumen.jpeg","f737762dc5f3371cc744af3b7c8a84143b39f82c","3000","3864","Van Gogh catalogues|F=377|JH=1328","Vincent van Gogh","8.26772","10.62992","362.85714","363.50222","0.00178"
"9443864","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Bl%C3%BChender_Mandelbaumzweig_in_einem_Glas.jpeg","http://upload.wikimedia.org/wikipedia/commons/a/af/Van_Gogh_-_Bl%C3%BChender_Mandelbaumzweig_in_einem_Glas.jpeg","e5033816233f62d54f4eb152e6fc642405727a87","3198","2538","Van Gogh catalogues|F=392|JH=1361","Vincent van Gogh","9.44882","7.48031","338.45500","339.29053","0.00247"
"9451652","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Die_Br%C3%BCcke_von_Langlois_in_Arles1.jpeg","http://upload.wikimedia.org/wikipedia/commons/d/d6/Van_Gogh_-_Die_Br%C3%BCcke_von_Langlois_in_Arles1.jpeg","710596f9d58afa5158261209c640701950fd3af1","2520","2532","Van Gogh catalogues|F=1480|JH=1382","Vincent van Gogh","11.81102","11.81102","213.36000","214.37600","0.00476"
"9453821","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Gasse_in_Saintes-Maries.jpeg","http://upload.wikimedia.org/wikipedia/commons/f/f6/Van_Gogh_-_Gasse_in_Saintes-Maries.jpeg","2810709fcc202e6a59464a88024a2f053212fc11","2472","3864","Van Gogh catalogues|F=1434|JH=1449","Vincent van Gogh","12.00787","18.50394","205.86492","208.82043","0.01436"
"9453890","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Gasse_in_Saintes-Maries2.jpeg","http://upload.wikimedia.org/wikipedia/commons/e/e7/Van_Gogh_-_Gasse_in_Saintes-Maries2.jpeg","5b3e10b5df97ba0fc9f02d0eae7ca87a979caefc","3246","3870","Van Gogh catalogues|F=420|JH=1462","Vincent van Gogh","15.07874","18.14961","215.26997","213.22777","0.00958"
"9463012","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Weizenfeld_mit_Hocken.jpeg","http://upload.wikimedia.org/wikipedia/commons/8/8a/Van_Gogh_-_Weizenfeld_mit_Hocken.jpeg","f382585da08e8ba1d5021030c6e7e765d18b37d7","3114","3864","Van Gogh catalogues|JH=1478","Vincent van Gogh","11.22047","14.56693","277.52842","265.25838","0.04626"
"9463608","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Weizenfeld_mit_Blick_auf_Arles1.jpeg","http://upload.wikimedia.org/wikipedia/commons/3/32/Van_Gogh_-_Weizenfeld_mit_Blick_auf_Arles1.jpeg","63197b17803d84ac1050a0e1b5e4ef56e7c8c319","5094","3876","Van Gogh catalogues|F=1492|JH=1544","Vincent van Gogh","12.40157","9.44882","410.75429","410.21000","0.00133"
"9471412","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Busch_im_Park_von_Arles_-_Der_Garten_des_Dichters_II.jpeg","http://upload.wikimedia.org/wikipedia/commons/b/b5/Van_Gogh_-_Busch_im_Park_von_Arles_-_Der_Garten_des_Dichters_II.jpeg","41efdeae6f5e81b635f4ecd708baf08aa36597aa","1944","2532","Van Gogh catalogues|F=1465|JH=1583","Vincent van Gogh","5.31496","6.69291","365.76000","378.31059","0.03431"
"9478276","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Das_gelbe_Haus_(Vincents_Haus).jpeg","http://upload.wikimedia.org/wikipedia/commons/d/dd/Van_Gogh_-_Das_gelbe_Haus_%28Vincents_Haus%29.jpeg","77efb794f811f4fe4b2fa550370bef091c3adc26","1626","2526","Van Gogh catalogues|F=1453|JH=1590","Vincent van Gogh","5.11811","8.07087","317.69538","312.97756","0.01507"
"9478303","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Das_gelbe_Haus_(Vincents_Haus)1.jpeg","http://upload.wikimedia.org/wikipedia/commons/c/c8/Van_Gogh_-_Das_gelbe_Haus_%28Vincents_Haus%291.jpeg","45c9d8658e54bd9c272adad8a4188096a3cdf971","2040","2526","Van Gogh catalogues|F=1413|JH=1591","Vincent van Gogh","10.00000","12.40000","204.00000","203.70968","0.00143"
"9478597","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Der_S%C3%A4mann1.jpeg","http://upload.wikimedia.org/wikipedia/commons/b/b4/Van_Gogh_-_Der_S%C3%A4mann1.jpeg","e5f613f230330bb6c8f788fb0b129dab2a7eae22","3138","3888","Van Gogh catalogues|F=575a|JH=1596","Vincent van Gogh","12.99213","15.74803","241.53091","246.88800","0.02218"
"9478847","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Weiden_bei_Sonnenuntergang.jpeg","http://upload.wikimedia.org/wikipedia/commons/5/5f/Van_Gogh_-_Weiden_bei_Sonnenuntergang.jpeg","d577028b3d045c1ba5336a8a8b0a5e5ff8f96b35","3600","3864","Van Gogh catalogues|F=572|JH=1597","Vincent van Gogh","12.40000","13.60000","290.32258","284.11765","0.02184"
"9484311","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_S%C3%A4mann_bei_untergehender_Sonne3.jpeg","http://upload.wikimedia.org/wikipedia/commons/9/9e/Van_Gogh_-_S%C3%A4mann_bei_untergehender_Sonne3.jpeg","32d98d23c593d119600f1f13aa6d32f532d7d967","3078","3852","Van Gogh catalogues|F=451|JH=1629","Vincent van Gogh","12.59843","15.74803","244.31625","244.60200","0.00117"
"9484726","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Marcelle_Roulin_als_Baby.jpeg","http://upload.wikimedia.org/wikipedia/commons/a/a8/Van_Gogh_-_Marcelle_Roulin_als_Baby.jpeg","09fc14adc2436178fc24c823219af20d9c7412bc","3221","2171","Van Gogh catalogues|F=440|JH=1639","Vincent van Gogh","13.77953","9.44882","233.75257","229.76417","0.01736"
"9485706","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Selbstbildnis_mit_verbundenem_Ohr_und_Pfeife.jpeg","http://upload.wikimedia.org/wikipedia/commons/0/02/Van_Gogh_-_Selbstbildnis_mit_verbundenem_Ohr_und_Pfeife.jpeg","2694a751ff58ba29e7c57e927700d392c85dcf4f","4326","3876","Van Gogh catalogues|F=529|JH=1658","Vincent van Gogh","20.10000","17.70000","215.22388","218.98305","0.01747"
"9487154","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Iris.jpeg","http://upload.wikimedia.org/wikipedia/commons/3/3d/Van_Gogh_-_Iris.jpeg","1ea345fd44213b5c0c9782396690cc63332c673f","5082","3858","Van Gogh catalogues|F=601|JH=1699","Vincent van Gogh","24.50000","19.00000","207.42857","203.05263","0.02155"
"9494947","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Brunnen_im_Garten_des_Hospitals_Saint-Paul.jpeg","http://upload.wikimedia.org/wikipedia/commons/e/e0/Van_Gogh_-_Brunnen_im_Garten_des_Hospitals_Saint-Paul.jpeg","4bae25c7e1b0693e107af42d6d82d9f6b1c85d79","4182","3858","Van Gogh catalogues|F=1531|JH=1705","Vincent van Gogh","19.48819","18.11024","214.59152","213.02870","0.00734"
"9502285","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Selbstbildnis_34.jpeg","http://upload.wikimedia.org/wikipedia/commons/e/e0/Van_Gogh_-_Selbstbildnis_34.jpeg","f769d70703e5c1c6fff4558bf697612cefbec98f","5082","3876","Van Gogh catalogues|F=626|JH=1770","Vincent van Gogh","22.44094","17.12598","226.46105","226.32276","0.00061"
"9502392","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Bildnis_des_Oberaufsehers_Trabuc_im_Hospital_Saint-Paul.jpeg","http://upload.wikimedia.org/wikipedia/commons/5/5b/Van_Gogh_-_Bildnis_des_Oberaufsehers_Trabuc_im_Hospital_Saint-Paul.jpeg","ac2ffa1eecb1b0e9966fdff3fe938468b874f0ce","5088","3876","Van Gogh catalogues|F=629|JH=1774","Vincent van Gogh","24.01575","18.11024","211.86098","214.02261","0.01020"
"9502466","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Selbstbildnis_40.jpeg","http://upload.wikimedia.org/wikipedia/commons/b/be/Van_Gogh_-_Selbstbildnis_40.jpeg","8f011f916354965e75b2149aabf87c145245d095","3216","2532","Van Gogh catalogues|F=525|JH=1665","Vincent van Gogh","15.74803","12.20472","204.21600","207.46065","0.01589"
"9506505","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Bildnis_eines_Patienten_im_Hospital_Saint-Paul.jpeg","http://upload.wikimedia.org/wikipedia/commons/9/95/Van_Gogh_-_Bildnis_eines_Patienten_im_Hospital_Saint-Paul.jpeg","baedc2b7363a2f6848ef2101821bb8baf9c6467d","3540","2526","Van Gogh catalogues|F=703|JH=1832","Vincent van Gogh","12.79528","9.25197","276.66462","273.02298","0.01334"
"9514157","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Steinbank_im_Garten_des_Hospitals_Saint-Paul.jpeg","http://upload.wikimedia.org/wikipedia/commons/8/80/Van_Gogh_-_Steinbank_im_Garten_des_Hospitals_Saint-Paul.jpeg","922f14a44e88f67233b9e46518a3526b87e33642","3306","3876","Van Gogh catalogues|F=732|JH=1842","Vincent van Gogh","15.35433","18.11024","215.31385","214.02261","0.00603"
"9515739","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Weizenfeld_hinter_dem_Hospital_Saint-Paul.jpeg","http://upload.wikimedia.org/wikipedia/commons/2/24/Van_Gogh_-_Weizenfeld_hinter_dem_Hospital_Saint-Paul.jpeg","042f07363bcf8ad75d476f3e7ca3f711fb4a4bbd","2802","3876","Van Gogh catalogues|F=722|JH=1872","Vincent van Gogh","9.40000","13.30000","298.08511","291.42857","0.02284"
"9516223","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Erinnerung_an_den_Norden.jpeg","http://upload.wikimedia.org/wikipedia/commons/3/3a/Van_Gogh_-_Erinnerung_an_den_Norden.jpeg","76eff1f95b8ace4bf444a2b65270a8ab7290cd4b","3102","3858","Van Gogh catalogues|F=675|JH=1921","Vincent van Gogh","11.41732","14.37008","271.69241","268.47452","0.01199"
"9516321","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_L%27_Arlesienne_(Madame_Ginoux).jpeg","http://upload.wikimedia.org/wikipedia/commons/1/1b/Van_Gogh_-_L%27_Arlesienne_%28Madame_Ginoux%29.jpeg","5cb48206b75e7524ad2f0d47a26f8c2f761e906e","5070","3846","Van Gogh catalogues|F=541|JH=1893","Vincent van Gogh","24.80000","18.50000","204.43548","207.89189","0.01691"
"9516813","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Wilde_Rosen_und_K%C3%A4fer.jpeg","http://upload.wikimedia.org/wikipedia/commons/8/80/Van_Gogh_-_Wilde_Rosen_und_K%C3%A4fer.jpeg","658043e0a74212716880eb6df2e7dbbf23fc9ed5","2658","1896","Van Gogh catalogues|F=749|JH=2012","Vincent van Gogh","13.18898","9.64567","201.53194","196.56490","0.02527"
"9521781","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Treppe_in_Auvers_mit_zwei_Figuren.jpeg","http://upload.wikimedia.org/wikipedia/commons/8/83/Van_Gogh_-_Treppe_in_Auvers_mit_zwei_Figuren.jpeg","cc48d2446de6ccc577db057f9bd03a7ebc2a9ab6","3096","3870","Van Gogh catalogues|F=796|JH=2110","Vincent van Gogh","8.10000","10.20000","382.22222","379.41176","0.00741"
"9522011","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Bildnis_Doctor_Gachet_mit_Pfeife.jpeg","http://upload.wikimedia.org/wikipedia/commons/4/4c/Van_Gogh_-_Bildnis_Doctor_Gachet_mit_Pfeife.jpeg","a8bd1a5203febf70201f3f2d709d0f0b9b656455","1500","1218","Van Gogh catalogues|F=1664|JH=2028","Vincent van Gogh","7.08661","5.90551","211.66667","206.24800","0.02627"
"9639794","http://commons.wikimedia.org/wiki/File:Pierre-Auguste_Renoir_-_Nini_in_the_Garden.jpg","http://upload.wikimedia.org/wikipedia/commons/b/b5/Pierre-Auguste_Renoir_-_Nini_in_the_Garden.jpg","6d0eacc6e3c7891b7a20a3a23b09d18e2ae997b0","5576","4534","2002.62.2","Pierre-Auguste Renoir","24.40000","20.00000","228.52459","226.70000","0.00805"
"9780042","http://commons.wikimedia.org/wiki/File:Waldm%C3%BCller_-_Barmherzigkeit.jpeg","http://upload.wikimedia.org/wikipedia/commons/f/f2/Waldm%C3%BCller_-_Barmherzigkeit.jpeg","d1e4a29e15e98a76c6b7a7d32fe77c0750449285","6000","4710","Feuchtm\xfcller-WV-Nr.1068","Ferdinand Georg Waldm\xfcller","17.71654","14.17323","338.66667","332.31667","0.01911"
"10308515","http://commons.wikimedia.org/wiki/File:Egon_Schiele_-_R%C3%BCckenansicht_einer_sitzenden_Frau_-_1917.jpeg","http://upload.wikimedia.org/wikipedia/commons/6/69/Egon_Schiele_-_R%C3%BCckenansicht_einer_sitzenden_Frau_-_1917.jpeg","0deb4a60f8f296735a3f6ad63d332083e76ed833","5604","3618","1984.433.294","Egon Schiele","18.26772","11.73228","306.77069","308.37987","0.00525"
"10500055","http://commons.wikimedia.org/wiki/File:Modersohn-Becker_-_M%C3%A4dchenbildnis.jpeg","http://upload.wikimedia.org/wikipedia/commons/9/90/Modersohn-Becker_-_M%C3%A4dchenbildnis.jpeg","8dfaacc3b4e6d9fa85a3f275c206dd85a8c07dc9","4344","3444","WV Nr. 570","Paula Modersohn-Becker","16.10000","13.00000","269.81366","264.92308","0.01846"
"10509718","http://commons.wikimedia.org/wiki/File:Modersohn-Becker_-_Rotes_Haus_mit_Birke.jpeg","http://upload.wikimedia.org/wikipedia/commons/1/17/Modersohn-Becker_-_Rotes_Haus_mit_Birke.jpeg","3da62062cf06ef9279c0565f6d61a016620d62a6","2646","3750","WV Nr. 605","Paula Modersohn-Becker","10.50000","15.00000","252.00000","250.00000","0.00800"
"10577408","http://commons.wikimedia.org/wiki/File:Fortuny_Nu_en_la_platja_de_Portici.jpg","http://upload.wikimedia.org/wikipedia/commons/5/5b/Fortuny_Nu_en_la_platja_de_Portici.jpg","00a1c940c230bcd212374bfd4ba989e4f7fdcfc9","2030","3051","P02606","Mari\xe0 Fortuny","5.10000","7.50000","398.03922","406.80000","0.02201"
"10582548","http://commons.wikimedia.org/wiki/File:Fortuny_Eclesi%C3%A0stic.jpg","http://upload.wikimedia.org/wikipedia/commons/5/5b/Fortuny_Eclesi%C3%A0stic.jpg","319ae2566550eabde4e70b5d210ca53a22645c9e","1800","1241","37150","Mari\xe0 Fortuny","7.50000","5.10000","240.00000","243.33333","0.01389"
"10658644","http://commons.wikimedia.org/wiki/File:Hodler_-_Die_Strasse_nach_Evordes_-_ca1890.jpeg","http://upload.wikimedia.org/wikipedia/commons/5/5e/Hodler_-_Die_Strasse_nach_Evordes_-_ca1890.jpeg","39caa83c0fd5c8e7ff0e21488e420ada803ddcae","5466","3906","206","Ferdinand Hodler","24.60000","17.50000","222.19512","223.20000","0.00452"
